Tran. Id     | Date         |   Withdrawal |      Deposit |   GS Balance ||    ERP Debit |   ERP Credit |  ERP Balance | Voucher No         | Status
M3430958     | 2025-04-02   |         0.00 |     3,950.00 |    37,810.04 ||     3,950.00 |              |    37,810.04 | ACC-PAY-2025-00664, ACC-PAY-2025-00665 | Match
S75262148    | 2025-04-02   |         0.00 |     1,399.00 |    39,209.04 ||     1,399.00 |              |    39,209.04 | ACC-PAY-2025-00449 | Match
S76688379    | 2025-04-02   |    24,949.00 |         0.00 |    14,260.04 ||              |    24,949.00 |    14,260.04 | ACC-JV-2025-01973  | Match
S77416344    | 2025-04-02   |     4,499.00 |         0.00 |     9,761.04 ||              |     4,499.00 |     9,761.04 | ACC-JV-2025-01974  | Match
S78244442    | 2025-04-02   |         0.00 |     2,549.00 |    12,310.04 ||     2,549.00 |              |    12,310.04 | ACC-PAY-2025-00450 | Match
S85572351    | 2025-04-03   |         0.00 |     2,399.00 |    14,709.04 ||     2,399.00 |              |    14,709.04 | ACC-PAY-2025-00451 | Match
S86245587    | 2025-04-03   |     4,000.00 |         0.00 |    10,709.04 ||              |     4,000.00 |    10,709.04 | ACC-JV-2025-01975  | Match
S87090605    | 2025-04-03   |         0.00 |     1,550.00 |    12,259.04 ||     1,550.00 |              |    12,259.04 | ACC-PAY-2025-00452 | Match
S88506707    | 2025-04-03   |         0.00 |     2,399.00 |    14,658.04 ||     2,399.00 |              |    14,658.04 | ACC-PAY-2025-00453 | Match
S89261583    | 2025-04-03   |       378.64 |         0.00 |    14,279.40 ||              |       378.64 |    14,279.40 | ACC-JV-2025-01976  | Match
S91869285    | 2025-04-03   |         0.00 |     2,399.00 |    16,678.40 ||     2,399.00 |              |    16,678.40 | ACC-PAY-2025-00454 | Match
S95859701    | 2025-04-04   |         0.00 |     1,400.00 |    18,078.40 ||     1,400.00 |              |    18,078.40 | ACC-PAY-2025-00455 | Match
S95978161    | 2025-04-04   |        31.39 |         0.00 |    18,047.01 ||              |        31.39 |    18,047.01 | ACC-JV-2025-01979  | Match
S97092112    | 2025-04-04   |     1,100.00 |         0.00 |    16,947.01 ||              |     1,100.00 |    16,947.01 | ACC-JV-2025-01980  | Match
S96840434    | 2025-04-04   |     1,250.00 |         0.00 |    15,697.01 ||              |     1,250.00 |    15,697.01 | ACC-JV-2025-01981  | Match
S97122488    | 2025-04-04   |     1,500.00 |         0.00 |    14,197.01 ||              |     1,500.00 |    14,197.01 | ACC-JV-2025-01982  | Match
S97681924    | 2025-04-04   |         0.00 |     2,399.00 |    16,596.01 ||     2,399.00 |              |    16,596.01 | ACC-PAY-2025-00458 | Match
S1756764     | 2025-04-04   |         0.00 |     2,798.00 |    19,394.01 ||     2,798.00 |              |    19,394.01 | ACC-PAY-2025-00591 | Match
S17619838    | 2025-04-06   |         0.00 |     2,550.00 |    21,944.01 ||     2,550.00 |              |    21,944.01 | ACC-PAY-2025-00580 | Match
S18917265    | 2025-04-06   |     1,000.00 |         0.00 |    20,944.01 ||              |     1,000.00 |    20,944.01 | ACC-JV-2025-01983  | Match
S18908412    | 2025-04-06   |     1,500.00 |         0.00 |    19,444.01 ||              |     1,500.00 |    19,444.01 | ACC-JV-2025-01984  | Match
S20346063    | 2025-04-06   |         0.00 |     1,299.00 |    20,743.01 ||     1,299.00 |              |    20,743.01 | ACC-PAY-2025-00460 | Match
S25534836    | 2025-04-07   |    13,999.00 |         0.00 |     6,744.01 ||              |    13,999.00 |     6,744.01 | ACC-JV-2025-01985  | Match
M3405608     | 2025-04-07   |         0.00 |     7,900.00 |    14,644.01 ||     7,900.00 |              |    14,644.01 | ACC-PAY-2025-00659, ACC-PAY-2025-00660, ACC-PAY-2025-00661, ACC-PAY-2025-00662 | Match
S38254897    | 2025-04-08   |         0.00 |     2,399.00 |    17,043.01 ||     2,399.00 |              |    17,043.01 | ACC-PAY-2025-00461 | Match
S40027397    | 2025-04-08   |     2,178.00 |         0.00 |    14,865.01 ||              |     2,178.00 |    14,865.01 | ACC-JV-2025-01986  | Match
S40117366    | 2025-04-08   |     1,176.58 |         0.00 |    13,688.43 ||              |     1,176.58 |    13,688.43 | ACC-JV-2025-01987  | Match
S40372026    | 2025-04-08   |       249.00 |         0.00 |    13,439.43 ||              |       249.00 |    13,439.43 | ACC-JV-2025-01988  | Match
S40438341    | 2025-04-08   |     7,000.00 |         0.00 |     6,439.43 ||              |     7,000.00 |     6,439.43 | ACC-JV-2025-01989  | Match
S42972233    | 2025-04-08   |     2,000.00 |         0.00 |     4,439.43 ||              |     2,000.00 |     4,439.43 | ACC-JV-2025-01990  | Match
S42978030    | 2025-04-08   |         0.00 |    37,500.00 |    41,939.43 ||    37,500.00 |              |    41,939.43 | ACC-JV-2025-01991  | Match
S43100808    | 2025-04-08   |    17,055.00 |         0.00 |    24,884.43 ||              |    17,055.00 |    24,884.43 | ACC-JV-2025-01992  | Match
S46749775    | 2025-04-09   |         0.00 |    37,500.00 |    62,384.43 ||    37,500.00 |              |    62,384.43 | ACC-JV-2025-01993  | Match
S48484674    | 2025-04-09   |         0.00 |    37,500.00 |    99,884.43 ||    37,500.00 |              |    99,884.43 | ACC-JV-2025-01994  | Match
S48661326    | 2025-04-09   |         0.00 |     1,399.00 |   101,283.43 ||     1,399.00 |              |   101,283.43 | ACC-PAY-2025-00465 | Match
S51908525    | 2025-04-09   |         0.00 |     2,000.00 |   103,283.43 ||     2,000.00 |              |   103,283.43 | ACC-PAY-2025-00463 | Match
S51906376    | 2025-04-09   |         0.00 |     1,148.00 |   104,431.43 ||     1,148.00 |              |   104,431.43 | ACC-PAY-2025-00464 | Match
S55041176    | 2025-04-10   |     2,950.00 |         0.00 |   101,481.43 ||              |     2,950.00 |   101,481.43 | ACC-JV-2025-01995  | Match
S58616595    | 2025-04-10   |     6,957.00 |         0.00 |    94,524.43 ||              |     6,957.00 |    94,524.43 | ACC-JV-2025-01996  | Match
S59291190    | 2025-04-10   |     3,500.00 |         0.00 |    91,024.43 ||              |     3,500.00 |    91,024.43 | ACC-JV-2025-01997  | Match
S59341324    | 2025-04-10   |     9,000.00 |         0.00 |    82,024.43 ||              |     9,000.00 |    82,024.43 | ACC-JV-2025-01998  | Match
S59179764    | 2025-04-10   |    36,000.00 |         0.00 |    46,024.43 ||              |    36,000.00 |    46,024.43 | ACC-JV-2025-01999  | Match
S59256433    | 2025-04-10   |    13,000.00 |         0.00 |    33,024.43 ||              |    13,000.00 |    33,024.43 | ACC-JV-2025-02000  | Match
S59192015    | 2025-04-10   |    18,000.00 |         0.00 |    15,024.43 ||              |    18,000.00 |    15,024.43 | ACC-JV-2025-02001  | Match
S66026975    | 2025-04-11   |       171.10 |         0.00 |    14,853.33 ||              |       171.10 |    14,853.33 | ACC-JV-2025-02002  | Match
S69729105    | 2025-04-11   |     6,000.00 |         0.00 |     8,853.33 ||              |     6,000.00 |     8,853.33 | ACC-JV-2025-02003  | Match
S69993493    | 2025-04-11   |     1,000.00 |         0.00 |     7,853.33 ||              |     1,000.00 |     7,853.33 | ACC-JV-2025-02004  | Match
S72942454    | 2025-04-11   |         0.00 |     2,399.00 |    10,252.33 ||     2,399.00 |              |    10,252.33 | ACC-PAY-2025-00471 | Match
S73304358    | 2025-04-11   |         0.00 |     2,399.00 |    12,651.33 ||     2,399.00 |              |    12,651.33 | ACC-PAY-2025-00472 | Match
S77043798    | 2025-04-12   |         0.00 |     1,399.00 |    14,050.33 ||     1,399.00 |              |    14,050.33 | ACC-PAY-2025-00480 | Match
S78643826    | 2025-04-12   |         0.00 |     1,959.00 |    16,009.33 ||     1,959.00 |              |    16,009.33 | ACC-PAY-2025-00479 | Match
S79552595    | 2025-04-12   |         0.00 |     1,599.00 |    17,608.33 ||     1,599.00 |              |    17,608.33 | ACC-PAY-2025-00477 | Match
S80587126    | 2025-04-12   |         0.00 |     2,399.00 |    20,007.33 ||     2,399.00 |              |    20,007.33 | ACC-PAY-2025-00478 | Match
S81205085    | 2025-04-12   |         0.00 |     1,400.00 |    21,407.33 ||     1,400.00 |              |    21,407.33 | ACC-PAY-2025-00474 | Match
S81340291    | 2025-04-12   |         0.00 |       400.00 |    21,807.33 ||       400.00 |              |    21,807.33 | ACC-PAY-2025-00475 | Match
S83637839    | 2025-04-13   |         0.00 |     2,399.00 |    24,206.33 ||     2,399.00 |              |    24,206.33 | ACC-PAY-2025-00481 | Match
S84966241    | 2025-04-13   |       500.00 |         0.00 |    23,706.33 ||              |       500.00 |    23,706.33 | ACC-JV-2025-02005  | Match
S84908574    | 2025-04-13   |     1,500.00 |         0.00 |    22,206.33 ||              |     1,500.00 |    22,206.33 | ACC-JV-2025-02006  | Match
S85198862    | 2025-04-13   |         0.00 |     1,549.00 |    23,755.33 ||     1,549.00 |              |    23,755.33 | ACC-PAY-2025-00483 | Match
S85720216    | 2025-04-13   |     1,750.00 |         0.00 |    22,005.33 ||              |     1,750.00 |    22,005.33 | ACC-JV-2025-02007  | Match
S90875314    | 2025-04-14   |         0.00 |     2,549.00 |    24,554.33 ||     2,549.00 |              |    24,554.33 | ACC-PAY-2025-00486 | Match
S91682179    | 2025-04-14   |         0.00 |     1,649.00 |    26,203.33 ||     1,649.00 |              |    26,203.33 | ACC-PAY-2025-00487 | Match
S92328267    | 2025-04-14   |       600.00 |         0.00 |    25,603.33 ||              |       600.00 |    25,603.33 | ACC-JV-2025-02008  | Match
S92731147    | 2025-04-14   |         0.00 |     2,948.00 |    28,551.33 ||     2,948.00 |              |    28,551.33 | ACC-PAY-2025-00485 | Match
S92910973    | 2025-04-14   |         0.00 |     2,399.00 |    30,950.33 ||     2,399.00 |              |    30,950.33 | ACC-PAY-2025-00488 | Match
S649639      | 2025-04-15   |         0.00 |     3,898.00 |    34,848.33 ||     3,898.00 |              |    34,848.33 | ACC-PAY-2025-00489 | Match
S976835      | 2025-04-15   |     1,229.00 |         0.00 |    33,619.33 ||              |     1,229.00 |    33,619.33 | ACC-JV-2025-02009  | Match
S2327820     | 2025-04-15   |         0.00 |     1,500.00 |    35,119.33 ||     1,500.00 |              |    35,119.33 | ACC-PAY-2025-00492 | Match
S4217019     | 2025-04-15   |         0.00 |     1,399.00 |    36,518.33 ||     1,399.00 |              |    36,518.33 | ACC-PAY-2025-00491 | Match
S8626299     | 2025-04-16   |         0.00 |     1,799.00 |    38,317.33 ||     1,799.00 |              |    38,317.33 | ACC-PAY-2025-00494 | Match
S8752705     | 2025-04-16   |         0.00 |       200.00 |    38,517.33 ||       200.00 |              |    38,517.33 | ACC-PAY-2025-00493 | Match
S9064255     | 2025-04-16   |       889.92 |         0.00 |    37,627.41 ||              |       889.92 |    37,627.41 | ACC-JV-2025-02010  | Match
S10234467    | 2025-04-16   |         0.00 |     1,799.00 |    39,426.41 ||     1,799.00 |              |    39,426.41 | ACC-PAY-2025-00495 | Match
S10873416    | 2025-04-16   |     2,360.00 |         0.00 |    37,066.41 ||              |     2,360.00 |    37,066.41 | ACC-JV-2025-02011  | Match
S11111733    | 2025-04-16   |     4,500.00 |         0.00 |    32,566.41 ||              |     4,500.00 |    32,566.41 | ACC-JV-2025-02012  | Match
S11050742    | 2025-04-16   |    11,994.00 |         0.00 |    20,572.41 ||              |    11,994.00 |    20,572.41 | ACC-JV-2025-02013  | Match
S10966211    | 2025-04-16   |     2,000.00 |         0.00 |    18,572.41 ||              |     2,000.00 |    18,572.41 | ACC-JV-2025-02014  | Match
S11128929    | 2025-04-16   |     1,250.00 |         0.00 |    17,322.41 ||              |     1,250.00 |    17,322.41 | ACC-JV-2025-02015  | Match
S11294300    | 2025-04-16   |     5,774.00 |         0.00 |    11,548.41 ||              |     5,774.00 |    11,548.41 | ACC-JV-2025-02016  | Match
S11947421    | 2025-04-16   |         0.00 |     1,750.00 |    13,298.41 ||     1,750.00 |              |    13,298.41 | ACC-JV-2025-02017  | Match
S14276594    | 2025-04-16   |         0.00 |     1,949.00 |    15,247.41 ||     1,949.00 |              |    15,247.41 | ACC-PAY-2025-00496 | Match
S17954641    | 2025-04-17   |         0.00 |     1,949.00 |    17,196.41 ||     1,949.00 |              |    17,196.41 | ACC-PAY-2025-00504 | Match
S18646907    | 2025-04-17   |         0.00 |     2,400.00 |    19,596.41 ||     2,400.00 |              |    19,596.41 | ACC-PAY-2025-00500 | Match
S20009988    | 2025-04-17   |         0.00 |       299.00 |    19,895.41 ||       299.00 |              |    19,895.41 | ACC-PAY-2025-00502 | Match
S22099303    | 2025-04-17   |       968.00 |         0.00 |    18,927.41 ||              |       968.00 |    18,927.41 | ACC-JV-2025-02018  | Match
S22124044    | 2025-04-17   |     2,500.00 |         0.00 |    16,427.41 ||              |     2,500.00 |    16,427.41 | ACC-JV-2025-02019  | Match
S22081818    | 2025-04-17   |     2,500.00 |         0.00 |    13,927.41 ||              |     2,500.00 |    13,927.41 | ACC-JV-2025-02020  | Match
S21902754    | 2025-04-17   |     2,500.00 |         0.00 |    11,427.41 ||              |     2,500.00 |    11,427.41 | ACC-JV-2025-02021  | Match
S22186016    | 2025-04-17   |       600.00 |         0.00 |    10,827.41 ||              |       600.00 |    10,827.41 | ACC-JV-2025-02022  | Match
S26141308    | 2025-04-18   |         0.00 |       300.00 |    11,127.41 ||       300.00 |              |    11,127.41 | ACC-JV-2025-02023  | Match
S26371319    | 2025-04-18   |         0.00 |     1,500.00 |    12,627.41 ||     1,500.00 |              |    12,627.41 | ACC-PAY-2025-00503 | Match
S26339916    | 2025-04-18   |     1,200.00 |         0.00 |    11,427.41 ||              |     1,200.00 |    11,427.41 | ACC-JV-2025-02024  | Match
S26668387    | 2025-04-18   |       300.00 |         0.00 |    11,127.41 ||              |       300.00 |    11,127.41 | ACC-JV-2025-02025  | Match
S26746913    | 2025-04-18   |         0.00 |     2,499.00 |    13,626.41 ||     2,499.00 |              |    13,626.41 | ACC-PAY-2025-00521 | Match
S27678521    | 2025-04-18   |         0.00 |     2,549.00 |    16,175.41 ||     2,549.00 |              |    16,175.41 | ACC-PAY-2025-00522 | Match
S28936657    | 2025-04-18   |         0.00 |     1,399.00 |    17,574.41 ||     1,399.00 |              |    17,574.41 | ACC-PAY-2025-00523 | Match
S29475774    | 2025-04-18   |         0.00 |     2,000.00 |    19,574.41 ||     2,000.00 |              |    19,574.41 | ACC-PAY-2025-00524 | Match
S29604299    | 2025-04-18   |         0.00 |     1,498.00 |    21,072.41 ||     1,498.00 |              |    21,072.41 | ACC-PAY-2025-00525 | Match
S34027570    | 2025-04-19   |         0.00 |     3,346.00 |    24,418.41 ||     3,346.00 |              |    24,418.41 | ACC-PAY-2025-00532 | Match
S35693584    | 2025-04-19   |         0.00 |     2,160.00 |    26,578.41 ||     2,160.00 |              |    26,578.41 | ACC-PAY-2025-00526 | Match
S35856467    | 2025-04-19   |     3,115.00 |         0.00 |    23,463.41 ||              |     3,115.00 |    23,463.41 | ACC-JV-2025-02026  | Match
S35893729    | 2025-04-19   |     1,500.00 |         0.00 |    21,963.41 ||              |     1,500.00 |    21,963.41 | ACC-JV-2025-02027  | Match
S36972891    | 2025-04-19   |         0.00 |     2,399.00 |    24,362.41 ||     2,399.00 |              |    24,362.41 | ACC-PAY-2025-00527 | Match
S46938117    | 2025-04-21   |         0.00 |     1,400.00 |    25,762.41 ||     1,400.00 |              |    25,762.41 | ACC-PAY-2025-00730 | Match
S46985669    | 2025-04-21   |        31.39 |         0.00 |    25,731.02 ||              |        31.39 |    25,731.02 | ACC-JV-2025-02028  | Match
S50855583    | 2025-04-21   |         0.00 |     2,000.00 |    27,731.02 ||     2,000.00 |              |    27,731.02 | ACC-PAY-2025-00530 | Match
S50976695    | 2025-04-21   |         0.00 |       798.00 |    28,529.02 ||       798.00 |              |    28,529.02 | ACC-PAY-2025-00531 | Match
S56073230    | 2025-04-22   |         0.00 |     2,399.00 |    30,928.02 ||     2,399.00 |              |    30,928.02 | ACC-PAY-2025-00533 | Match
S59030960    | 2025-04-22   |         0.00 |     2,549.00 |    33,477.02 ||     2,549.00 |              |    33,477.02 | ACC-PAY-2025-00534 | Match
S60510614    | 2025-04-22   |       600.00 |         0.00 |    32,877.02 ||              |       600.00 |    32,877.02 | ACC-JV-2025-02029  | Match
S60340668    | 2025-04-22   |        40.00 |         0.00 |    32,837.02 ||              |        40.00 |    32,837.02 | ACC-JV-2025-02030  | Match
S60484482    | 2025-04-22   |       500.00 |         0.00 |    32,337.02 ||              |       500.00 |    32,337.02 | ACC-JV-2025-02031  | Match
S60457376    | 2025-04-22   |     1,500.00 |         0.00 |    30,837.02 ||              |     1,500.00 |    30,837.02 | ACC-JV-2025-02032  | Match
S60727372    | 2025-04-22   |       823.64 |         0.00 |    30,013.38 ||              |       823.64 |    30,013.38 | ACC-JV-2025-02033  | Match
S61781741    | 2025-04-22   |     2,000.00 |         0.00 |    28,013.38 ||              |     2,000.00 |    28,013.38 | ACC-JV-2025-02034  | Match
S62030725    | 2025-04-23   |       152.22 |         0.00 |    27,861.16 ||              |       152.22 |    27,861.16 | ACC-JV-2025-02035  | Match
S64926801    | 2025-04-23   |         0.00 |     1,399.00 |    29,260.16 ||     1,399.00 |              |    29,260.16 | ACC-PAY-2025-00536 | Match
S65556866    | 2025-04-23   |         0.00 |     1,000.00 |    30,260.16 ||     1,000.00 |              |    30,260.16 | ACC-PAY-2025-00728 | Match
S66524964    | 2025-04-23   |       500.00 |         0.00 |    29,760.16 ||              |       500.00 |    29,760.16 | ACC-JV-2025-02036  | Match
S66588113    | 2025-04-23   |     1,500.00 |         0.00 |    28,260.16 ||              |     1,500.00 |    28,260.16 | ACC-JV-2025-02037  | Match
S67834429    | 2025-04-23   |         0.00 |     1,549.00 |    29,809.16 ||     1,549.00 |              |    29,809.16 | ACC-PAY-2025-00535 | Match
S67962811    | 2025-04-23   |         0.00 |     1,399.00 |    31,208.16 ||     1,399.00 |              |    31,208.16 | ACC-PAY-2025-00538 | Match
S68784104    | 2025-04-23   |         0.00 |     2,399.00 |    33,607.16 ||     2,399.00 |              |    33,607.16 | ACC-PAY-2025-00537 | Match
S72549001    | 2025-04-24   |         0.00 |     1,399.00 |    35,006.16 ||     1,399.00 |              |    35,006.16 | ACC-PAY-2025-00544 | Match
S77577814    | 2025-04-24   |         0.00 |     2,948.00 |    37,954.16 ||     2,948.00 |              |    37,954.16 | ACC-PAY-2025-00545 | Match
S77528803    | 2025-04-24   |     1,000.00 |         0.00 |    36,954.16 ||              |     1,000.00 |    36,954.16 | ACC-JV-2025-02038  | Match
S78157942    | 2025-04-24   |     1,000.00 |         0.00 |    35,954.16 ||              |     1,000.00 |    35,954.16 | ACC-JV-2025-02039  | Match
S82801132    | 2025-04-25   |         0.00 |     2,000.00 |    37,954.16 ||     2,000.00 |              |    37,954.16 | ACC-PAY-2025-00727-1 | Match
S82553187    | 2025-04-25   |         0.00 |       848.00 |    38,802.16 ||       848.00 |              |    38,802.16 | ACC-PAY-2025-00726 | Match
S84463625    | 2025-04-25   |         0.00 |     2,400.00 |    41,202.16 ||     2,400.00 |              |    41,202.16 | ACC-PAY-2025-00740 | Match
S89187501    | 2025-04-26   |       500.00 |         0.00 |    40,702.16 ||              |       500.00 |    40,702.16 | ACC-JV-2025-02040  | Match
S89190419    | 2025-04-26   |     1,250.00 |         0.00 |    39,452.16 ||              |     1,250.00 |    39,452.16 | ACC-JV-2025-02041  | Match
S89181896    | 2025-04-26   |     1,000.00 |         0.00 |    38,452.16 ||              |     1,000.00 |    38,452.16 | ACC-JV-2025-02042  | Match
S90575269    | 2025-04-26   |         0.00 |     2,200.00 |    40,652.16 ||     2,200.00 |              |    40,652.16 | ACC-PAY-2025-00551 | Match
S91419350    | 2025-04-26   |         0.00 |     1,399.00 |    42,051.16 ||     1,399.00 |              |    42,051.16 | ACC-PAY-2025-00552 | Match
S91429443    | 2025-04-26   |         0.00 |     1,399.00 |    43,450.16 ||     1,399.00 |              |    43,450.16 | ACC-PAY-2025-00553 | Match
S91787381    | 2025-04-26   |     5,860.00 |         0.00 |    37,590.16 ||              |     5,860.00 |    37,590.16 | ACC-JV-2025-02043  | Match
S92408144    | 2025-04-26   |         0.00 |     1,450.00 |    39,040.16 ||     1,450.00 |              |    39,040.16 | ACC-PAY-2025-00722 | Match
S92459132    | 2025-04-26   |         0.00 |     1,900.00 |    40,940.16 ||     1,900.00 |              |    40,940.16 | ACC-PAY-2025-00723 | Match
S95250066    | 2025-04-27   |     1,500.00 |         0.00 |    39,440.16 ||              |     1,500.00 |    39,440.16 | ACC-JV-2025-02044  | Match
S95235567    | 2025-04-27   |     1,000.00 |         0.00 |    38,440.16 ||              |     1,000.00 |    38,440.16 | ACC-JV-2025-02045  | Match
S96143193    | 2025-04-27   |         0.00 |     2,400.00 |    40,840.16 ||     2,400.00 |              |    40,840.16 | ACC-PAY-2025-00724 | Match
S96661379    | 2025-04-27   |         0.00 |     2,200.00 |    43,040.16 ||     2,200.00 |              |    43,040.16 | ACC-PAY-2025-00725 | Match
S97235898    | 2025-04-27   |         0.00 |        50.00 |    43,090.16 ||        50.00 |              |    43,090.16 | ACC-PAY-2025-00561 | Match
S97821652    | 2025-04-27   |         0.00 |     1,550.00 |    44,640.16 ||     1,550.00 |              |    44,640.16 | ACC-PAY-2025-00732 | Match
S98298935    | 2025-04-27   |         0.00 |     1,799.00 |    46,439.16 ||     1,799.00 |              |    46,439.16 | ACC-PAY-2025-00720 | Match
S98812267    | 2025-04-27   |     1,000.00 |         0.00 |    45,439.16 ||              |     1,000.00 |    45,439.16 | ACC-JV-2025-02046  | Match
S3253736     | 2025-04-28   |         0.00 |     1,499.00 |    46,938.16 ||     1,499.00 |              |    46,938.16 | ACC-PAY-2025-00567 | Match
S4715745     | 2025-04-28   |         0.00 |     4,998.00 |    51,936.16 ||     4,998.00 |              |    51,936.16 | ACC-PAY-2025-00568 | Match
S5958054     | 2025-04-28   |         0.00 |     1,399.00 |    53,335.16 ||     1,399.00 |              |    53,335.16 | ACC-PAY-2025-00571 | Match
S8020943     | 2025-04-28   |         0.00 |     2,849.00 |    56,184.16 ||     2,849.00 |              |    56,184.16 | ACC-PAY-2025-00569 | Match
S13109462    | 2025-04-29   |         0.00 |     1,449.00 |    57,633.16 ||     1,449.00 |              |    57,633.16 | ACC-PAY-2025-00577 | Match
S14900992    | 2025-04-29   |         0.00 |     2,549.00 |    60,182.16 ||     2,549.00 |              |    60,182.16 | ACC-PAY-2025-00578 | Match
S17345050    | 2025-04-29   |         0.00 |     1,579.00 |    61,761.16 ||     1,579.00 |              |    61,761.16 | ACC-PAY-2025-00579-1 | Match
S21989442    | 2025-04-30   |       850.00 |         0.00 |    60,911.16 ||              |       850.00 |    60,911.16 | ACC-JV-2025-02047  | Match
S22114268    | 2025-04-30   |     1,500.00 |         0.00 |    59,411.16 ||              |     1,500.00 |    59,411.16 | ACC-JV-2025-02048  | Match
S22161071    | 2025-04-30   |     1,500.00 |         0.00 |    57,911.16 ||              |     1,500.00 |    57,911.16 | ACC-JV-2025-02049  | Match
S22121125    | 2025-04-30   |     5,000.00 |         0.00 |    52,911.16 ||              |     5,000.00 |    52,911.16 | ACC-JV-2025-02050  | Match
S23264657    | 2025-04-30   |         0.00 |     1,399.00 |    54,310.16 ||     1,399.00 |              |    54,310.16 | ACC-PAY-2025-00581 | Match
S26907890    | 2025-04-30   |         0.00 |     2,000.00 |    56,310.16 ||     2,000.00 |              |    56,310.16 | ACC-PAY-2025-00584 | Match
S34578654    | 2025-05-01   |       998.00 |         0.00 |    55,312.16 ||              |       998.00 |    55,312.16 | ACC-JV-2025-02051  | Match
S35097390    | 2025-05-01   |     2,000.00 |         0.00 |    53,312.16 ||              |     2,000.00 |    53,312.16 | ACC-JV-2025-02052  | Match
S40164748    | 2025-05-01   |         0.00 |     1,799.00 |    55,111.16 ||     1,799.00 |              |    55,111.16 | ACC-PAY-2025-00719 | Match
S44674970    | 2025-05-02   |       635.06 |         0.00 |    54,476.10 ||              |       635.06 |    54,476.10 | ACC-JV-2025-02053  | Match
M3417920     | 2025-05-02   |         0.00 |     6,650.00 |    61,126.10 ||     6,650.00 |              |    61,126.10 | ACC-PAY-2025-00610-1, ACC-PAY-2025-00612, ACC-PAY-2025-00613, ACC-PAY-2025-00611-1 | Match
S49633145    | 2025-05-02   |         0.00 |     2,000.00 |    63,126.10 ||     2,000.00 |              |    63,126.10 | ACC-PAY-2025-00614 | Match
S49736031    | 2025-05-02   |         0.00 |     4,596.00 |    67,722.10 ||     4,596.00 |              |    67,722.10 | ACC-PAY-2025-00615 | Match
S49832890    | 2025-05-02   |     2,500.00 |         0.00 |    65,222.10 ||              |     2,500.00 |    65,222.10 | ACC-JV-2025-02054  | Match
S49627204    | 2025-05-02   |       295.00 |         0.00 |    64,927.10 ||              |       295.00 |    64,927.10 | ACC-JV-2025-02055  | Match
S49692981    | 2025-05-02   |     4,050.00 |         0.00 |    60,877.10 ||              |     4,050.00 |    60,877.10 | ACC-JV-2025-02056  | Match
S53058525    | 2025-05-02   |     2,499.59 |         0.00 |    58,377.51 ||              |     2,499.59 |    58,377.51 | ACC-JV-2025-02057  | Match
S58055380    | 2025-05-03   |         0.00 |     1,399.00 |    59,776.51 ||     1,399.00 |              |    59,776.51 | ACC-PAY-2025-00688 | Match
S59783478    | 2025-05-03   |         0.00 |     2,450.00 |    62,226.51 ||     2,450.00 |              |    62,226.51 | ACC-PAY-2025-00687 | Match
S61123404    | 2025-05-03   |       387.56 |         0.00 |    61,838.95 ||              |       387.56 |    61,838.95 | ACC-JV-2025-02058  | Match
S61195331    | 2025-05-03   |         0.00 |     2,250.00 |    64,088.95 ||     2,250.00 |              |    64,088.95 | ACC-PAY-2025-00718 | Match
S62591064    | 2025-05-03   |         0.00 |     1,900.00 |    65,988.95 ||     1,900.00 |              |    65,988.95 | ACC-PAY-2025-00685 | Match
S67318135    | 2025-05-04   |     1,000.00 |         0.00 |    64,988.95 ||              |     1,000.00 |    64,988.95 | ACC-JV-2025-02059  | Match
S67374726    | 2025-05-04   |     1,500.00 |         0.00 |    63,488.95 ||              |     1,500.00 |    63,488.95 | ACC-JV-2025-02060  | Match
S67326935    | 2025-05-04   |       500.00 |         0.00 |    62,988.95 ||              |       500.00 |    62,988.95 | ACC-JV-2025-02061  | Match
S67273290    | 2025-05-04   |         0.00 |     2,400.00 |    65,388.95 ||     2,400.00 |              |    65,388.95 | ACC-PAY-2025-00684 | Match
S67366615    | 2025-05-04   |     7,000.00 |         0.00 |    58,388.95 ||              |     7,000.00 |    58,388.95 | ACC-JV-2025-02062  | Match
S67361068    | 2025-05-04   |     5,000.00 |         0.00 |    53,388.95 ||              |     5,000.00 |    53,388.95 | ACC-JV-2025-02063  | Match
S67257303    | 2025-05-04   |     2,500.00 |         0.00 |    50,888.95 ||              |     2,500.00 |    50,888.95 | ACC-JV-2025-02064  | Match
S68215329    | 2025-05-04   |         0.00 |     2,399.00 |    53,287.95 ||     2,399.00 |              |    53,287.95 | ACC-PAY-2025-00683 | Match
S69492339    | 2025-05-04   |         0.00 |     2,599.00 |    55,886.95 ||     2,599.00 |              |    55,886.95 | ACC-PAY-2025-00682 | Match
S76777875    | 2025-05-05   |         0.00 |     1,400.00 |    57,286.95 ||     1,400.00 |              |    57,286.95 | ACC-PAY-2025-00680 | Match
S76860439    | 2025-05-05   |        31.39 |         0.00 |    57,255.56 ||              |        31.39 |    57,255.56 | ACC-JV-2025-02065  | Match
S78067221    | 2025-05-05   |         0.00 |    20,300.00 |    77,555.56 ||    20,300.00 |              |    77,555.56 | ACC-PAY-2025-00690, ACC-PAY-2025-00691, ACC-PAY-2025-00692, ACC-PAY-2025-00693, ACC-PAY-2025-00694, ACC-PAY-2025-00695, ACC-PAY-2025-00696, ACC-PAY-2025-00697-2 | Match
